,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
1274,N,EQ,SINTERCOM,SINTERCOM INDIA LIMITED,        78.10,        83.00,        83.00,        78.10,        79.20,                    82190.75,1026,N, ,42,        88.00,        68.00,2021-01-08
1275,N,EQ,SIRCA,SIRCA PAINT INDIA LIMITED,       336.40,       341.50,       347.90,       323.00,       327.05,                 18364275.70,54842,N, ,1373,       356.90,       157.40,2021-01-08
1276,N,EQ,SIS,SECURITY INTELL SERVICES,       426.40,       429.80,       431.35,       423.35,       425.35,                 33060124.10,77474,N, ,3390,      1037.35,       322.10,2021-01-08
1277,N,EQ,SIYSIL,SIYARAM SILK MILLS LTD,       199.90,       200.90,       209.40,       200.20,       205.40,                 22630398.45,110252,N, ,2144,       274.90,        93.50,2021-01-08
1278,N,EQ,SJVN,SJVN LTD,        25.85,        25.95,        27.25,        25.85,        26.75,                137821714.45,5189758,N, ,8864,        27.35,        17.25,2021-01-08
1279,N,EQ,SKFINDIA,SKF INDIA LTD,      1835.30,      1885.00,      1885.00,      1825.25,      1837.35,                105771468.80,57217,N, ,6011,      2317.95,      1230.00,2021-01-08
1280,N,EQ,SKIL,SKIL INFRASTRUCTURE LTD.,         3.65,         3.80,         3.80,         3.55,         3.80,                  2484855.80,657352,N, ,422,         5.50,         2.05,2021-01-08
1281,N,EQ,SKIPPER,SKIPPER LIMITED,        67.65,        68.80,        73.95,        67.70,        70.75,                 29462462.50,410552,N, ,3203,        73.95,        17.10,2021-01-08
1282,N,EQ,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,        59.10,        58.50,        60.10,        58.00,        58.10,                  8242478.85,140241,N, ,1320,        68.00,        20.00,2021-01-08
1284,N,EQ,SMLISUZU,SML ISUZU LIMITED,       471.30,       475.70,       494.00,       473.25,       486.20,                 37053623.00,76317,N, ,4116,       665.00,       280.10,2021-01-08
1285,N,EQ,SMSLIFE,SMS LIFESCIENCES (I) LTD,       609.15,       610.10,       614.95,       601.00,       605.55,                  2663343.00,4397,N, ,334,       749.90,       152.65,2021-01-08
1286,N,EQ,SMSPHARMA,SMS PHARMACEUTICALS LTD.,       122.65,       123.65,       124.90,       121.05,       121.90,                 16049634.95,130718,N, ,1653,       129.80,        24.00,2021-01-08
1287,N,EQ,SNOWMAN,SNOWMAN LOGISTICS LTD.,        60.55,        61.15,        61.40,        59.00,        59.85,                151967628.60,2527483,N, ,11074,        71.25,        24.05,2021-01-08
1288,N,EQ,SOBHA,SOBHA LIMITED,       442.40,       445.45,       487.75,       409.95,       472.75,                651685133.70,1385143,N, ,43689,       487.75,       120.65,2021-01-08
1290,N,EQ,SOLARA,SOLARA ACTIVE PHA SCI LTD,      1265.20,      1266.00,      1276.00,      1240.10,      1251.35,                 47517069.55,37779,N, ,3258,      1341.00,       364.35,2021-01-08
1291,N,EQ,SOLARINDS,SOLAR INDUSTRIES (I) LTD,      1124.80,      1135.00,      1143.95,      1107.00,      1128.70,                 40027440.05,35600,N, ,3407,      1349.00,       773.05,2021-01-08
1293,N,EQ,SOMANYCERA,SOMANY CERAMICS LIMITED,       341.65,       344.70,       354.70,       343.40,       348.30,                 27703831.95,79181,N, ,2289,       354.70,        76.85,2021-01-08
1294,N,EQ,SOMICONVEY,SOMI CONVEYOR BELT. LTD.,        34.25,        36.90,        41.10,        36.50,        41.10,                 25431318.00,633605,N, ,3335,        41.10,         9.40,2021-01-08
1295,N,EQ,SONATSOFTW,SONATA SOFTWARE LTD,       407.35,       410.65,       432.00,       409.00,       429.60,                496078262.85,1169865,N, ,30465,       432.00,       147.25,2021-01-08
1296,N,EQ,SORILINFRA,SORIL INFRA RESOURCES LTD,       140.60,       144.00,       148.75,       135.10,       137.05,                 55209288.55,385870,N, ,5018,       150.10,        36.80,2021-01-08
1297,N,EQ,SOTL,SAVITA OIL TECHNOLO. LTD,       718.00,       718.00,       742.00,       718.00,       719.55,                 23455942.35,32338,N, ,1894,       936.00,       475.00,2021-01-08
1298,N,EQ,SOUTHBANK,THE SOUTH INDIAN BANK LTD,         9.35,         9.40,         9.50,         9.20,         9.20,                195748692.00,20994625,N, ,55773,        11.45,         4.80,2021-01-08
1299,N,EQ,SOUTHWEST,SOUTH WEST PINNACLE LTD,        40.50,        41.75,        41.75,        39.75,        41.00,                  1118190.35,27293,N, ,40,        44.85,         9.50,2021-01-08
1300,N,EQ,SPAL,S. P. APPARELS LIMITED,       172.85,       175.90,       183.90,       172.00,       176.20,                 19767628.40,111330,N, ,2311,       234.00,        56.75,2021-01-08
1301,N,EQ,SPANDANA,SPANDANA SPHOORTY FIN LTD,       756.15,       767.95,       776.50,       752.50,       759.80,                 25690042.70,33436,N, ,2298,      1196.35,       405.00,2021-01-08
1302,N,EQ,SPARC,SUN PHARMA ADV.RES.CO.LTD,       194.90,       196.60,       203.40,       196.05,       200.40,                343679145.85,1712126,N, ,18312,       210.90,        81.00,2021-01-08
1303,N,EQ,SPECIALITY,SPECIALITY REST LTD,        47.45,        48.30,        48.90,        47.00,        47.50,                  4567792.65,95808,N, ,579,        72.00,        20.15,2021-01-08
1304,N,EQ,SPENCERS,SPENCER'S RETAIL LIMITED,        85.25,        85.50,        89.60,        85.45,        86.75,                 93014657.45,1065192,N, ,9569,       111.25,        54.00,2021-01-08
1305,N,EQ,SPIC,SPIC LTD,        23.90,        24.60,        28.65,        24.50,        26.80,                276539774.60,10179599,N, ,24455,        28.65,         9.40,2021-01-08
1306,N,EQ,SPICEJET,SPICEJET LIMITED,        93.45,        94.40,        94.95,        93.50,        93.85,                241195209.90,2563972,N, ,15464,       110.70,        30.65,2021-01-08
1307,N,EQ,SPLIL,SPL INDUSTRIES LIMITED,        37.35,        38.00,        39.20,        37.05,        37.35,                  2441321.10,64361,N, ,796,        41.00,        17.10,2021-01-08
1308,N,EQ,SREEL,SREELEATHERS LIMITED,       147.35,       148.15,       155.35,       145.75,       147.20,                 20167697.95,133797,N, ,2267,       193.00,        90.00,2021-01-08
1309,N,EQ,SREINFRA,SREI INFRASTRUCTURE FINAN,         8.25,         8.35,         8.50,         7.90,         8.05,                 17736657.45,2153269,N, ,2464,        11.30,         3.50,2021-01-08
1310,N,EQ,SRF,SRF LTD,      5709.60,      5765.00,      5965.00,      5724.70,      5916.95,               1275804769.30,218155,N, ,21994,      5965.00,      2467.65,2021-01-08
1311,N,EQ,SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,       256.10,       259.90,       259.90,       250.00,       250.40,                  5556604.90,21943,N, ,1224,       273.80,        65.60,2021-01-08
1312,N,EQ,SRIPIPES,SRIKALAHASTHI PIPES LTD,       156.70,       158.00,       159.45,       149.85,       152.90,                 19563743.60,126715,N, ,2287,       234.00,        96.00,2021-01-08
1313,N,EQ,SRPL,SHREE RAM PROTEINS LTD.,        32.00,        31.90,        32.85,        31.60,        32.35,                   139390.05,4308,N, ,28,        43.35,        27.10,2021-01-08
1314,N,EQ,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,      1306.80,      1306.20,      1313.35,      1265.00,      1295.70,               8058010550.70,6264854,N, ,159864,      1367.00,       440.00,2021-01-08
1316,N,EQ,SSWL,STEEL STRIPS WHEELS LTD.,       585.40,       587.00,       614.60,       587.00,       608.80,                 56125756.40,92691,N, ,4631,       776.15,       316.00,2021-01-08
1317,N,EQ,STAR,STRIDES PHARMA SCI LTD,       973.75,       999.00,       999.00,       938.10,       943.85,               2028542459.45,2127564,N, ,53747,       999.00,       268.00,2021-01-08
1318,N,EQ,STARCEMENT,STAR CEMENT LIMITED,       106.25,       107.30,       107.85,       105.00,       105.80,                 46429187.90,436918,N, ,3884,       108.00,        60.00,2021-01-08
1319,N,EQ,STARPAPER,STAR PAPER MILLS LTD,       119.65,       120.55,       121.35,       118.05,       119.35,                 16437189.05,137137,N, ,2207,       144.25,        60.00,2021-01-08
1320,N,EQ,STCINDIA,THE STATE TRADING CORPN,        80.80,        82.35,        82.70,        78.85,        79.55,                  4039353.00,50166,N, ,792,        87.25,        28.00,2021-01-08
1321,N,EQ,STEELCITY,STEEL CITY SECURITIES LTD,        38.00,        38.40,        38.40,        37.30,        38.05,                   445305.80,11682,N, ,84,        43.10,        14.75,2021-01-08
1322,N,EQ,STEELXIND,STEEL EXCHANGE INDIA LTD,        51.80,        52.90,        53.00,        49.00,        51.65,                  7752666.20,151848,N, ,727,        53.90,        11.50,2021-01-08
1323,N,EQ,STEL,STEL HOLDINGS LIMITED,        70.15,        70.90,        70.90,        68.50,        68.85,                  1553945.90,22267,N, ,350,        81.75,        30.00,2021-01-08
1324,N,EQ,STERTOOLS,STERLING TOOLS LIMITED,       201.15,       201.15,       229.90,       201.15,       222.00,                 81221112.80,368163,N, ,9087,       261.50,       110.00,2021-01-08
1325,N,EQ,STLTECH,STERLITE TECHNOLOGIES LTD,       189.85,       191.90,       197.00,       190.10,       192.10,                234711307.20,1215167,N, ,16362,       198.60,        58.65,2021-01-08
1326,N,EQ,SUBEXLTD,SUBEX LTD,        27.10,        27.35,        27.40,        25.90,        26.30,                159905047.70,5986615,N, ,14920,        35.00,        17.75,2021-01-08
1327,N,EQ,SUBROS,SUBROS LIMITED,       356.85,       358.65,       359.70,       347.05,       351.10,                 16419159.55,46689,N, ,2146,       364.90,       117.75,2021-01-08
1328,N,EQ,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,       490.05,       491.20,       504.00,       491.20,       495.15,                152086721.50,305994,N, ,7698,       538.00,       290.10,2021-01-08
1329,N,EQ,SUMICHEM,SUMITOMO CHEM INDIA LTD,       324.85,       327.90,       328.60,       321.05,       322.35,                394441977.45,1208466,N, ,19705,       338.50,       151.05,2021-01-08
1330,N,EQ,SUMMITSEC,SUMMIT SECURITIES LTD,       552.85,       555.80,       556.35,       547.75,       555.05,                   669930.40,1207,N, ,131,       562.65,       197.20,2021-01-08
1331,N,EQ,SUNCLAYLTD,SUNDARAM CLAYTON LIMITED,      2693.60,      2705.00,      2789.80,      2581.60,      2640.80,                 64378718.85,24343,N, ,4349,      2799.00,      1010.20,2021-01-08
1332,N,EQ,SUNDARAM,SUNDARAM MULTI PAP LTD,         1.70,         1.75,         1.75,         1.65,         1.70,                  1724856.50,1002927,N, ,431,         2.05,         1.00,2021-01-08
1333,N,EQ,SUNDARMFIN,SUNDARAM FINANCE LTD,      1863.15,      1890.00,      1890.00,      1840.00,      1866.60,                 64677725.55,34873,N, ,10122,      1928.65,       982.05,2021-01-08
1334,N,EQ,SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,        76.45,        76.45,        78.85,        75.70,        76.15,                  6285073.00,81693,N, ,828,        87.45,        35.05,2021-01-08
1335,N,EQ,SUNDRMBRAK,SUNDARAM BRAK LININGS LTD,       319.85,       320.05,       326.35,       318.05,       321.40,                   921738.65,2866,N, ,149,       349.00,       132.95,2021-01-08
1336,N,EQ,SUNDRMFAST,SUNDRAM FASTENERS LTD,       543.75,       545.40,       558.65,       545.05,       557.45,                 56660940.00,102215,N, ,4909,       585.90,       248.50,2021-01-08
1337,N,EQ,SUNFLAG,SUNFLAG IRON AND STEEL CO,        69.35,        69.90,        70.50,        67.40,        68.05,                 43791091.45,634040,N, ,4605,        72.60,        20.05,2021-01-08
1338,N,EQ,SUNTECK,SUNTECK REALTY LIMITED,       356.80,       360.00,       371.45,       357.20,       366.30,                166939097.75,456165,N, ,11522,       457.80,       145.00,2021-01-08
1339,N,EQ,SUNTV,SUN TV NETWORK LIMITED,       518.05,       528.65,       539.50,       520.00,       527.90,               4839933402.60,9100927,N, ,94012,       539.50,       259.55,2021-01-08
1340,N,EQ,SUPERHOUSE,SUPERHOUSE LIMITED,       129.55,       130.10,       148.40,       127.00,       136.05,                122710688.80,864005,N, ,11676,       148.40,        50.05,2021-01-08
1341,N,EQ,SUPERSPIN,SUPER SPINNING MILLS LTD,         5.75,         5.95,         6.00,         5.50,         5.80,                  1419565.80,242363,N, ,302,         6.00,         2.00,2021-01-08
1342,N,EQ,SUPPETRO,SUPREME PETROCHEMICALS LT,       350.55,       356.00,       369.80,       356.00,       365.40,                 60346081.25,165709,N, ,3823,       406.90,       113.35,2021-01-08
1343,N,EQ,SUPRAJIT,SUPRAJIT ENGINEERING LTD,       216.70,       218.35,       222.00,       215.50,       217.50,                 69301953.30,317733,N, ,5851,       231.20,        99.25,2021-01-08
1344,N,EQ,SUPREMEENG,SUPREME ENGINEERING LTD,        29.90,        31.35,        31.35,        31.35,        31.35,                   610760.70,19482,N, ,25,        31.35,        22.10,2021-01-08
1345,N,EQ,SUPREMEIND,SUPREME INDUSTRIES LTD,      1790.90,      1800.00,      1819.00,      1776.00,      1798.70,                339576509.40,188202,N, ,8633,      1819.00,       773.30,2021-01-08
1346,N,EQ,SURANASOL,SURANA SOLAR LIMITED,        12.65,        12.15,        12.50,        12.05,        12.05,                  2696423.50,222755,N, ,466,        14.70,         4.95,2021-01-08
1347,N,EQ,SURANAT&P,SURANA TELECOM AND POW LT,         6.40,         6.45,         6.45,         6.05,         6.10,                  1798788.90,288500,N, ,762,         7.60,         1.95,2021-01-08
1349,N,EQ,SURYAROSNI,SURYA ROSHNI LTD,       342.70,       344.40,       346.85,       335.20,       338.05,                 27426989.10,80640,N, ,4490,       383.40,        61.95,2021-01-08
1350,N,EQ,SUTLEJTEX,SUTLEJ TEXT & INDUS LTD,        48.10,        49.15,        49.50,        47.50,        47.85,                  7373418.25,152637,N, ,1082,        52.00,        15.20,2021-01-08
1351,N,EQ,SUULD,SUUMAYA LIFESTYLE LIMITED,       144.30,       143.65,       144.00,       140.05,       143.70,                  5977668.20,41875,N, ,449,       151.95,        62.25,2021-01-08
1352,N,EQ,SUVEN,SUVEN LIFE SCIENCES LTD,        86.65,        87.35,        88.00,        84.00,        84.20,                 72020605.10,844937,N, ,14137,       322.00,        19.35,2021-01-08
1353,N,EQ,SUVENPHAR,SUVEN PHARMACEUTICALS LTD,       463.60,       465.50,       467.00,       457.10,       460.95,                 80187478.15,173091,N, ,19313,       825.00,       175.20,2021-01-08
1354,N,EQ,SWANENERGY,SWAN ENERGY LIMITED,       133.65,       133.95,       134.55,       128.10,       131.30,                 25563405.05,193012,N, ,2294,       160.00,        86.00,2021-01-08
1355,N,EQ,SWARAJENG,SWARAJ ENGINES LTD,      1435.40,      1453.00,      1460.00,      1421.00,      1426.55,                 26518690.25,18439,N, ,1991,      1699.95,       802.75,2021-01-08
1356,N,EQ,SWELECTES,SWELECT ENERGY SYS LTD,       204.70,       204.70,       214.50,       194.50,       210.20,                 13568316.75,66821,N, ,1993,       234.90,        56.70,2021-01-08
1357,N,EQ,SWSOLAR,STERLING & WILSON SO LTD,       268.55,       271.00,       276.75,       268.10,       269.35,                153551469.15,565618,N, ,8131,       327.95,        69.70,2021-01-08
1358,N,EQ,SYMPHONY,SYMPHONY LIMITED,      1048.65,      1055.00,      1061.00,      1046.00,      1052.90,                 39083417.20,37099,N, ,3963,      1408.95,       690.70,2021-01-08
1359,N,EQ,SYNGENE,SYNGENE INTERNATIONAL LTD,       615.10,       618.00,       625.55,       600.10,       603.05,                352636314.35,577778,N, ,25021,       644.55,       212.55,2021-01-08
1360,N,EQ,TAINWALCHM,TAINWALA CHEMICAL AND PLA,        78.30,        79.95,        82.00,        77.55,        78.10,                  2523845.20,31744,N, ,1428,        87.90,        31.10,2021-01-08
1361,N,EQ,TAJGVK,TAJ GVK HOTELS & RESORTS,       140.60,       140.35,       141.75,       140.35,       141.15,                 10882842.95,77080,N, ,1408,       222.50,        81.20,2021-01-08
1362,N,EQ,TAKE,TAKE SOLUTIONS LTD,        55.35,        55.90,        60.90,        55.55,        59.85,                621857110.00,10547585,N, ,38095,       113.90,        36.25,2021-01-08
1363,N,EQ,TALBROAUTO,TALBROS AUTO. COMP. LTD,       161.85,       163.85,       170.00,       156.70,       162.80,                 13731572.10,83448,N, ,2887,       170.00,        64.75,2021-01-08
1364,N,EQ,TANLA,TANLA PLATFORMS LIMITED,       775.05,       785.00,       797.80,       746.00,       766.10,                483645804.55,626190,N, ,26220,       904.90,        37.10,2021-01-08
1365,N,EQ,TARC,ANANT RAJ GLOBAL LIMITED,        24.30,        24.50,        25.00,        24.00,        24.05,                  6569393.00,269593,N, ,695,        27.90,        22.05,2021-01-08
1366,N,EQ,TARMAT,TARMAT LIMITED,        51.35,        51.55,        52.00,        46.30,        49.45,                  1881564.45,37982,N, ,623,        62.25,        18.55,2021-01-08
1367,N,EQ,TASTYBITE,TASTY BITE EATABLES LTD,     11606.40,     11668.00,     12350.00,     11612.00,     11808.45,                153270500.00,12869,N, ,3563,     13740.00,      7456.95,2021-01-08
1368,N,EQ,TATACHEM,TATA CHEMICALS LTD,       498.45,       504.90,       509.00,       496.25,       500.00,               2087764372.80,4156351,N, ,53851,       779.80,       197.00,2021-01-08
1369,N,EQ,TATACOFFEE,TATA COFFEE LIMITED,       106.20,       107.00,       108.20,       105.65,       106.30,                100098591.65,934578,N, ,5317,       119.90,        48.00,2021-01-08
1370,N,EQ,TATACOMM,TATA COMMUNICATIONS LTD,      1079.65,      1071.35,      1089.40,      1048.90,      1061.25,                227760697.80,212301,N, ,8552,      1144.95,       200.00,2021-01-08
1371,N,EQ,TATAELXSI,TATA ELXSI LIMITED,      1998.95,      2009.70,      2052.80,      2009.55,      2043.30,                774026645.80,381158,N, ,20715,      2052.80,       499.95,2021-01-08
1372,N,EQ,TATAINVEST,TATA INVESTMENT CORP LTD,      1025.15,      1030.20,      1039.00,      1022.65,      1025.40,                 25733313.95,25018,N, ,2047,      1100.00,       591.00,2021-01-08
1373,N,EQ,TATAMETALI,TATA METALIKS LTD,       660.50,       665.80,       674.00,       640.85,       655.20,                109778810.05,166788,N, ,7800,       693.85,       308.00,2021-01-08
1374,N,EQ,TATAMTRDVR,TATA MOTORS DVR 'A' ORD,        80.30,        80.85,        83.20,        80.70,        81.85,                749799453.15,9118887,N, ,25407,        84.20,        28.40,2021-01-08
1375,N,EQ,TATAPOWER,TATA POWER CO LTD,        81.85,        84.35,        84.60,        82.60,        83.05,               3433941438.10,41178215,N, ,98735,        84.60,        27.00,2021-01-08
1376,N,EQ,TATASTLBSL,TATA STEEL BSL LIMITED,        44.95,        45.60,        45.60,        43.65,        44.35,                382965991.40,8599423,N, ,13625,        45.60,        15.10,2021-01-08
1377,N,EQ,TATASTLLP,TATA STEEL LONG PRO LTD,       637.45,       642.00,       650.60,       632.50,       642.35,                 83771486.85,130320,N, ,5080,       735.00,       164.00,2021-01-08
1379,N,EQ,TBZ,TRIB BHIMJI ZAVERI LTD,        93.95,        90.00,        90.00,        84.60,        84.90,                191181338.45,2199947,N, ,21854,        96.25,        16.45,2021-01-08
1380,N,EQ,TCI,TRANSPORT CORPN OF INDIA,       249.70,       249.70,       258.60,       248.80,       255.50,                 18499217.30,72538,N, ,2090,       290.45,       121.60,2021-01-08
1381,N,EQ,TCIDEVELOP,TCI DEVELOPERS LIMITED,       322.75,       317.95,       331.30,       317.05,       318.65,                   503229.95,1567,N, ,236,       444.00,       212.50,2021-01-08
1382,N,EQ,TCIEXP,TCI EXPRESS LIMITED,       999.60,      1009.00,      1009.95,       980.00,       990.00,                 42737852.20,42881,N, ,7948,      1009.95,       455.80,2021-01-08
1383,N,EQ,TCNSBRANDS,TCNS CLOTHING CO. LIMITED,       438.85,       440.90,       441.05,       434.00,       435.65,                 15328564.65,35136,N, ,3318,       623.85,       295.10,2021-01-08
1384,N,EQ,TCPLPACK,TCPL PACKAGING LIMITED,       384.45,       390.00,       390.00,       377.00,       378.25,                  2683275.05,7049,N, ,589,       465.00,       130.00,2021-01-08
1385,N,EQ,TDPOWERSYS,TD POWER SYSTEMS LTD.,       143.50,       145.40,       149.80,       143.70,       146.65,                 13708214.00,92980,N, ,1824,       190.00,        70.00,2021-01-08
1386,N,EQ,TEAMLEASE,TEAMLEASE SERVICES LTD.,      2738.25,      2751.95,      2787.35,      2703.00,      2722.15,                 14356415.90,5230,N, ,1508,      2899.00,      1415.35,2021-01-08
1387,G,EQ,TECHINDIA NIRMAN LIMITED,TECHINDIA NIRMAN LIMITED,         3.30,         3.45,         3.45,         3.15,         3.40,                    13815.70,4143,N, ,12,         3.75,         1.70,2021-01-08
1388,N,EQ,TECHNOE,TECHNO ELEC & ENG CO. LTD,       250.65,       257.00,       269.10,       247.70,       252.65,                334831376.10,1294605,N, ,12689,       317.00,       171.05,2021-01-08
1389,N,EQ,TEJASNET,TEJAS NETWORKS LIMITED,       136.55,       138.85,       139.00,       135.95,       136.25,                 39876939.95,290446,N, ,3133,       156.00,        30.50,2021-01-08
1390,N,EQ,TERASOFT,TERA SOFTWARE LIMITED,        62.35,        59.25,        59.25,        59.25,        59.25,                  2699607.75,45563,N, ,688,        72.50,        12.05,2021-01-08
1391,N,EQ,TEXINFRA,TEXMACO INFRA & HOLDG LTD,        48.90,        49.40,        50.50,        48.00,        49.65,                  4116116.25,83069,N, ,676,        55.85,        21.50,2021-01-08
1392,N,EQ,TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,        24.30,        25.05,        25.50,        24.40,        24.80,                  3181226.35,127400,N, ,681,        27.65,         6.80,2021-01-08
1393,N,EQ,TEXRAIL,TEXMACO RAIL & ENG. LTD.,        33.70,        34.00,        34.60,        33.75,        33.90,                 52314222.80,1533749,N, ,3945,        43.85,        13.50,2021-01-08
1394,N,EQ,TFCILTD,TOURISM FINANCE CORP. OF,        57.25,        57.85,        58.50,        54.80,        55.30,                 45787487.60,806325,N, ,5100,        84.50,        28.75,2021-01-08
1395,G,EQ,TRANSWARRANTY FIN. LTD.,TRANSWARRANTY FIN. LTD.,         2.75,         2.70,         2.70,         2.70,         2.70,                      540.00,200,N, ,2,         3.80,         2.00,2021-01-08
1396,N,EQ,THANGAMAYL,THANGAMAYIL JEWELLERY LTD,       619.05,       618.00,       625.35,       602.30,       604.85,                 18733230.75,30584,N, ,2963,       662.95,       220.00,2021-01-08
1398,N,EQ,THEMISMED,THEMIS MEDICARE LTD.,       350.05,       359.45,       359.45,       345.00,       346.90,                  6462949.95,18420,N, ,1020,       422.90,       225.05,2021-01-08
1399,N,EQ,THERMAX,THERMAX LTD,       973.85,       980.00,       989.00,       960.60,       976.20,                 39440030.90,40666,N, ,5857,      1115.00,       570.00,2021-01-08
1400,N,EQ,THOMASCOOK,THOMAS COOK (INDIA) LTD,        48.20,        49.15,        49.15,        47.65,        47.90,                 16867607.40,350043,N, ,2156,        66.35,        21.95,2021-01-08
1401,N,EQ,THYROCARE,THYROCARE TECH LTD,       960.25,       966.50,       983.00,       958.50,       969.65,                111195103.90,114343,N, ,7628,      1212.00,       409.60,2021-01-08
1402,N,EQ,TI,TILAKNAGAR INDUSTRIES LTD,        30.40,        30.70,        31.25,        29.25,        29.60,                 10852308.15,357388,N, ,1664,        32.50,        13.35,2021-01-08
1403,N,EQ,TIDEWATER,TIDE WATER OIL LTD,      4558.80,      4580.95,      4581.00,      4510.00,      4531.05,                 13284694.85,2925,N, ,811,      5335.00,      2550.00,2021-01-08
1404,N,EQ,TIIL,TECHNOCRAFT IND LTD,       362.15,       374.90,       375.00,       359.00,       360.70,                  7668401.85,20873,N, ,948,       394.60,       144.45,2021-01-08
1405,N,EQ,TIINDIA,TUBE INVEST OF INDIA LTD,       821.55,       828.00,       836.00,       818.05,       833.70,                277684806.95,335005,N, ,15344,       882.00,       254.00,2021-01-08
1406,N,EQ,TIL,TIL LTD,       185.10,       186.00,       189.90,       180.10,       181.00,                  2090987.60,11408,N, ,467,       229.00,        88.95,2021-01-08
1407,N,EQ,TIMESGTY,TIMES GUARANTY LIMITED,        28.30,        28.10,        28.10,        27.25,        27.40,                    15937.95,578,N, ,42,        36.80,        13.55,2021-01-08
1408,N,EQ,TIMETECHNO,TIME TECHNOPLAST LTD.,        56.65,        57.30,        59.20,        55.20,        56.75,                117277683.55,2054490,N, ,9313,        63.90,        22.40,2021-01-08
1409,N,EQ,TIMKEN,TIMKEN INDIA LTD.,      1327.65,      1334.25,      1339.85,      1275.00,      1281.60,                 43682967.70,33555,N, ,5684,      1360.00,       639.05,2021-01-08
1410,N,EQ,TINPLATE,THE TINPLATE CO. (I) LTD,       182.50,       184.00,       184.50,       178.30,       179.45,                134338812.95,741948,N, ,11669,       189.30,        55.65,2021-01-08
1411,N,EQ,TIPSINDLTD,TIPS INDUSTRIES LIMITED,       391.95,       399.00,       405.00,       375.00,       376.40,                 18876401.30,49127,N, ,2665,       471.80,        72.00,2021-01-08
1412,N,EQ,TIRUMALCHM,THIRUMALAI CHEMICALS LTD,        98.15,        98.50,        99.90,        95.35,        95.90,                 79117372.95,811913,N, ,5835,       116.45,        31.50,2021-01-08
1414,N,EQ,TMRVL,THE MANDHANA RET VENT LTD,        11.60,        11.85,        11.90,        11.50,        11.60,                   586089.70,50261,N, ,375,        13.35,         5.10,2021-01-08
1415,N,EQ,TNPETRO,TAMILNADU PETROPRODUCTS L,        45.25,        45.50,        45.85,        44.15,        44.40,                 22614181.35,503788,N, ,3487,        48.00,        18.65,2021-01-08
1416,N,EQ,TNPL,TAMILNADU NEWSPRT & PAPER,       129.70,       131.20,       144.30,       130.30,       138.35,                247561585.90,1798907,N, ,17029,       198.95,        86.50,2021-01-08
1417,N,EQ,TOKYOPLAST,TOKYO PLAST INTL LTD,        73.15,        73.20,        75.00,        70.55,        71.35,                  1270869.95,17411,N, ,504,        82.00,        50.35,2021-01-08
1418,N,EQ,TORNTPOWER,TORRENT POWER LTD,       332.05,       336.00,       348.75,       333.60,       335.95,               1577897576.65,4637625,N, ,51676,       368.90,       231.95,2021-01-08
1419,N,EQ,TOTAL,TOTAL TRANSPORT SYS LTD,        80.25,        84.05,        84.05,        76.25,        76.25,                 12944343.40,164532,N, ,1295,        84.05,        25.90,2021-01-08
1420,N,EQ,TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD.,        75.00,        79.00,        82.50,        76.00,        82.10,                 14618213.90,179325,N, ,1858,        93.25,        38.20,2021-01-08
1421,N,EQ,TPLPLASTEH,TPL PLASTECH LIMITED,       179.80,       181.20,       181.50,       176.10,       176.75,                  1130568.20,6363,N, ,220,       181.75,        56.65,2021-01-08
1422,N,EQ,TREEHOUSE,TREE HOUSE EDU LTD,         6.95,         7.15,         7.15,         6.85,         6.85,                   354638.60,50948,N, ,105,         9.80,         2.75,2021-01-08
1423,N,EQ,TREJHARA,TREJHARA SOLUTIONS LTD,        37.90,        37.90,        39.35,        37.35,        38.25,                   972139.60,25168,N, ,263,        51.50,         4.45,2021-01-08
1424,N,EQ,TRENT,TRENT LTD,       675.45,       678.00,       701.00,       674.90,       695.40,                621407172.70,897082,N, ,31162,       808.95,       365.00,2021-01-08
1425,N,EQ,TRIDENT,TRIDENT LIMITED,        14.50,        14.25,        15.00,        13.40,        14.60,               1201854567.25,83660792,N, ,94592,        16.95,         3.05,2021-01-08
1426,N,EQ,TRIGYN,TRIGYN TECHNOLOGIES LTD,        88.60,        89.00,        91.75,        87.80,        89.15,                 12945829.35,144862,N, ,1125,        92.95,        18.05,2021-01-08
1427,N,EQ,TRITURBINE,TRIVENI TURBINE LIMITED,        84.10,        84.10,        90.70,        83.80,        89.00,                 84698078.30,957291,N, ,9874,       103.50,        45.50,2021-01-08
1428,N,EQ,TRIVENI,TRIVENI ENGG. & INDS. LTD,        72.00,        72.85,        72.90,        71.80,        72.00,                 20834306.15,287899,N, ,1826,        88.45,        28.65,2021-01-08
1429,N,EQ,TTKHLTCARE,TTK HEALTHCARE LIMITED,       558.85,       561.95,       582.00,       561.30,       570.20,                  1805167.70,3160,N, ,249,       635.00,       260.00,2021-01-08
