,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
550,N,EQ,FORCEMOT,FORCE MOTORS LIMITED,      1370.05,      1376.80,      1385.00,      1362.60,      1366.30,                 48806953.45,35552,N, ,3086,      1559.95,       591.20,2021-01-08
551,N,EQ,FORTIS,FORTIS HEALTHCARE LTD,       163.90,       165.70,       181.20,       164.85,       179.40,               2852555357.70,16293902,N, ,99162,       181.20,       113.10,2021-01-08
552,N,EQ,FOSECOIND,FOSECO INDIA LTD,      1342.35,      1340.05,      1382.00,      1340.05,      1354.20,                  4176746.45,3061,N, ,426,      1630.00,       820.00,2021-01-08
553,N,EQ,FRETAIL,FUTURE RETAIL LIMITED,        75.25,        75.45,        76.25,        75.30,        75.45,                 88840719.80,1174033,N, ,7187,       382.30,        60.70,2021-01-08
554,N,EQ,FSC,FUTURE SUPP CHAIN SOL LTD,        98.20,        98.30,       100.00,        98.30,        98.95,                  6879214.80,69540,N, ,1364,       475.80,        78.15,2021-01-08
555,N,EQ,FSL,FIRSTSOURCE SOLU. LTD.,        99.80,       101.00,       102.25,       100.20,       101.60,                370238821.00,3648035,N, ,45750,       115.40,        20.10,2021-01-08
556,N,EQ,GABRIEL,GABRIEL INDIA LTD,       119.70,       118.05,       120.90,       116.50,       117.05,                 84425179.15,711817,N, ,8399,       131.40,        39.50,2021-01-08
557,N,EQ,GAEL,GUJARAT AMBUJA EXPORTS LT,       139.90,       142.00,       142.00,       134.80,       136.05,                 49827417.65,362098,N, ,4851,       226.20,        84.95,2021-01-08
558,N,EQ,GAL,GYSCOAL ALLOYS LTD,         3.50,         3.60,         3.60,         3.35,         3.35,                   179488.50,52387,N, ,103,         3.80,         1.10,2021-01-08
559,N,EQ,GALAXYSURF,GALAXY SURFACTANTS LTD,      2271.95,      2290.00,      2295.00,      2235.05,      2290.45,                107835516.80,47286,N, ,6787,      2295.00,      1027.55,2021-01-08
560,N,EQ,GALLANTT,GALLANTT METAL LIMITED,        40.50,        40.60,        48.60,        39.70,        48.60,                 37548873.75,800559,N, ,4033,        48.60,        17.20,2021-01-08
561,N,EQ,GALLISPAT,GALLANTT ISPAT LTD,        38.15,        39.00,        45.75,        39.00,        45.75,                 27214717.90,617285,N, ,2503,        45.75,        16.25,2021-01-08
562,N,EQ,GAMMNINFRA,GAMMON INFRA PROJ LTD.,          .90,          .95,          .95,          .90,          .95,                  4915893.55,5219600,N, ,1594,         1.10,          .20,2021-01-08
563,N,EQ,GANDHITUBE,GANDHI SPL. TUBES LTD,       263.15,       268.00,       270.00,       264.00,       264.95,                  1823962.55,6861,N, ,457,       284.90,       140.00,2021-01-08
564,N,EQ,GANECOS,GANESHA ECOSPHERE LIMITED,       444.55,       451.95,       451.95,       432.50,       434.35,                 35621907.55,81071,N, ,1379,       474.00,       141.10,2021-01-08
565,N,EQ,GANESHHOUC,GANESH HOUSING CORP LTD,        35.90,        35.05,        37.15,        34.25,        35.00,                  1793860.15,49837,N, ,554,        49.85,        17.35,2021-01-08
567,N,EQ,GANGESSECU,GANGES SECURITIES LIMITED,        59.95,        60.05,        62.00,        58.60,        59.00,                   369318.40,6115,N, ,327,        69.50,        19.45,2021-01-08
568,N,EQ,GARDENSILK,GARDEN SILK MILLS LTD,        10.55,        10.05,        10.05,        10.05,        10.05,                  1560282.60,155252,N, ,172,        14.40,         5.55,2021-01-08
569,N,EQ,GARFIBRES,GARWARE TECH FIBRES LTD,      2282.60,      2294.05,      2321.00,      2270.00,      2295.25,                 25490179.10,11098,N, ,2650,      2365.00,       885.00,2021-01-08
570,N,EQ,GATI,GATI LIMITED,        98.15,        98.85,       101.30,        98.00,        98.25,                 53228360.05,536732,N, ,5103,       106.60,        35.25,2021-01-08
571,N,EQ,GAYAPROJ,GAYATRI PROJECTS LTD,        46.35,        47.80,        48.65,        44.05,        45.90,                137830580.50,2968974,N, ,10495,        88.50,         7.75,2021-01-08
572,N,EQ,GDL,GATEWAY DISTRIPARKS LTD.,       123.30,       123.95,       125.80,       122.10,       123.00,                 18756162.40,151587,N, ,8999,       141.90,        71.00,2021-01-08
573,N,EQ,GEECEE,GEECEE VENTURES LIMITED,        86.40,        87.25,        92.00,        86.65,        89.60,                  6075859.95,67011,N, ,1493,       102.70,        40.10,2021-01-08
574,N,EQ,GENESYS,GENESYS INTL CORPN LTD,        82.25,        86.35,        86.35,        78.15,        78.55,                 11905796.05,144188,N, ,1335,        86.35,        20.85,2021-01-08
575,N,EQ,GENUSPOWER,GENUS POWER INFRASTRU LTD,        38.30,        38.20,        39.40,        37.85,        38.05,                 10097405.95,262033,N, ,2823,        42.50,        12.50,2021-01-08
576,N,EQ,GEOJITFSL,GEOJIT FINANCIAL SER L,        57.55,        57.95,        59.45,        57.20,        57.40,                 32312740.55,556905,N, ,2965,        62.40,        14.90,2021-01-08
577,N,EQ,GEPIL,GE POWER INDIA LIMITED,       290.65,       293.50,       294.00,       289.75,       290.50,                 31046627.15,106426,N, ,2922,       827.00,       177.10,2021-01-08
578,N,EQ,GESHIP,THE GE SHPG.LTD,       278.10,       279.95,       283.50,       276.40,       278.05,                 52079262.80,187014,N, ,6281,       369.40,       162.00,2021-01-08
579,N,EQ,GET&D,GE T&D INDIA LIMITED,       133.45,       134.00,       134.50,       129.75,       130.70,                 21428944.25,162991,N, ,2980,       179.50,        58.00,2021-01-08
580,N,EQ,GFLLIMITED,GFL LIMITED,        95.40,        95.50,       101.25,        95.50,        96.75,                 14574770.45,148317,N, ,1280,       163.50,        67.75,2021-01-08
581,G,EQ,GRAND FOUNDRY LTD,GRAND FOUNDRY LTD,         2.20,         2.20,         2.20,         2.20,         2.20,                      616.00,280,N, ,3,         3.50,         1.25,2021-01-08
582,N,EQ,GHCL,GHCL LIMITED,       214.05,       215.65,       217.70,       213.00,       215.10,                 53824135.00,250323,N, ,3447,       219.00,        69.05,2021-01-08
583,N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,       127.00,       128.15,       130.75,       126.00,       127.65,                181376418.60,1411195,N, ,14347,       164.75,        51.10,2021-01-08
584,N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,        46.55,        46.65,        47.60,        45.05,        46.10,                   366631.60,7857,N, ,73,        51.10,        15.95,2021-01-08
585,N,EQ,GILLETTE,GILLETTE INDIA LTD,      5894.60,      5895.00,      5930.00,      5821.05,      5875.30,                 58981399.35,10042,N, ,2615,      6650.00,      4450.00,2021-01-08
586,N,EQ,GINNIFILA,GINNI FILAMENTS LTD,        23.15,        23.55,        24.25,        23.10,        23.75,                  6825340.30,284788,N, ,552,        24.25,         5.05,2021-01-08
587,N,EQ,GIPCL,GUJ IND POW CO. LTD,        84.45,        84.75,        85.90,        83.50,        83.90,                 21609262.90,255108,N, ,4555,        94.70,        44.25,2021-01-08
588,N,EQ,GLAND,GLAND PHARMA LIMITED,      2401.10,      2408.95,      2417.40,      2350.10,      2368.10,                460361544.75,194282,N, ,15261,      2508.55,      1700.00,2021-01-08
589,N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,      1599.75,      1607.75,      1618.30,      1570.05,      1587.00,                 57024124.00,35869,N, ,4094,      1807.50,       962.65,2021-01-08
590,N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,       514.35,       516.00,       523.90,       513.25,       517.65,                786213478.95,1514739,N, ,22882,       573.05,       161.65,2021-01-08
591,N,EQ,GLFL,GUJARAT LEASE FINANCING L,         2.80,         2.90,         2.90,         2.90,         2.90,                    26854.00,9260,N, ,14,         3.00,         1.50,2021-01-08
592,N,EQ,GLOBAL,GLOBAL EDUCATION LIMITED,        65.00,        64.05,        66.35,        61.75,        65.25,                   508927.40,7843,N, ,121,        77.50,        50.15,2021-01-08
593,N,EQ,GLOBE,GLOBE TEXTILES (I) LTD.,        63.25,        64.55,        64.60,        63.00,        63.15,                   285461.95,4505,N, ,54,        68.00,        50.80,2021-01-08
594,N,EQ,GLOBOFFS,GLOBAL OFFSHORE SERV LTD,        10.05,        10.05,        10.50,        10.00,        10.10,                   409840.95,40253,N, ,168,        10.85,         2.65,2021-01-08
595,N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,       381.80,       404.00,       412.95,       365.20,       374.20,                446360009.60,1138947,N, ,34535,       412.95,        60.75,2021-01-08
596,N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,        59.70,        60.20,        60.70,        59.05,        59.25,                 92574776.00,1549986,N, ,7166,        72.50,        29.10,2021-01-08
597,N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,      3794.15,      3825.00,      3935.00,      3800.00,      3875.20,                341946836.55,88362,N, ,11873,      6900.00,      1815.05,2021-01-08
598,N,EQ,GMRINFRA,GMR INFRASTRUCTURE LTD.,        27.15,        27.45,        28.30,        26.85,        27.65,               1004001052.60,36429482,N, ,45663,        29.35,        14.10,2021-01-08
599,N,EQ,GNA,GNA AXLES LIMITED,       314.00,       313.00,       327.70,       311.50,       323.20,                107478311.95,333974,N, ,8380,       327.70,       126.15,2021-01-08
600,N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,       225.60,       227.45,       232.85,       220.90,       222.85,                308064232.20,1355662,N, ,14200,       254.75,        95.55,2021-01-08
601,N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,       207.80,       208.00,       210.90,       202.00,       204.55,                  4290143.65,20737,N, ,650,       299.00,       107.95,2021-01-08
602,N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,       958.30,       963.00,       974.70,       958.95,       970.90,                 68165317.05,70463,N, ,5736,      1481.75,       732.00,2021-01-08
603,N,EQ,GODHA,GODHA CABCON INSULAT LTD,        40.95,        40.00,        42.70,        40.00,        40.55,                   358476.55,8829,N, ,39,        44.25,        36.30,2021-01-08
604,N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,       529.25,       531.10,       538.05,       529.95,       535.90,                107906112.65,202081,N, ,7437,       598.00,       265.05,2021-01-08
605,N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,       426.90,       430.00,       435.55,       427.60,       431.30,                257605959.10,595357,N, ,19499,       483.35,       233.40,2021-01-08
606,N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,      1452.80,      1458.00,      1484.90,      1430.00,      1463.15,               1730959497.10,1183150,N, ,40682,      1527.90,       505.00,2021-01-08
607,N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,        90.70,        92.50,        93.40,        88.50,        90.30,                 22709066.65,248546,N, ,2183,        99.50,        27.80,2021-01-08
608,N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,        19.10,        19.80,        20.10,        19.45,        19.55,                  1876922.65,95004,N, ,630,        20.10,         7.50,2021-01-08
609,N,EQ,GOKULAGRO,GOKUL AGRO RESOURCES LTD,        26.75,        27.20,        27.50,        26.00,        26.05,                  6743235.30,255267,N, ,1371,        27.50,         7.60,2021-01-08
610,N,EQ,GOLDENTOBC,GOLDEN TOBACCO LIMITED,        51.60,        53.50,        54.05,        52.00,        52.80,                  1105027.65,21016,N, ,336,        60.00,        18.60,2021-01-08
611,N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,       234.50,       235.50,       241.80,       228.50,       229.55,                 44473980.95,189324,N, ,3606,       252.80,        72.20,2021-01-08
612,N,EQ,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,        11.20,        11.20,        11.80,        10.90,        11.05,                   331020.75,29780,N, ,208,        16.00,         5.10,2021-01-08
613,N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,        77.15,        78.20,        78.90,        71.80,        72.80,                 34669673.90,469641,N, ,6329,        81.70,        20.65,2021-01-08
614,N,EQ,GOODYEAR,GOODYEAR INDIA LIMITED,       978.95,       979.55,       983.95,       962.25,       965.85,                 26443286.25,27309,N, ,2582,      1208.00,       776.15,2021-01-08
615,N,EQ,GPIL,GODAWARI POW & ISP LTD,       533.35,       539.05,       558.50,       531.80,       534.20,                 86356298.60,158005,N, ,8090,       558.50,        80.50,2021-01-08
616,N,EQ,GPPL,GUJARAT PIPAVAV PORT LTD,        94.20,        94.65,        96.40,        93.85,        95.55,                 65723395.65,692847,N, ,6850,       105.90,        45.50,2021-01-08
617,N,EQ,GPTINFRA,GPT INFRAPROJECTS LTD,        45.65,        45.90,        46.75,        44.45,        44.95,                  1463062.25,32152,N, ,348,        51.65,        11.75,2021-01-08
618,N,EQ,GRANULES,GRANULES INDIA LIMITED,       365.25,       369.00,       370.10,       365.50,       367.45,                341369370.95,927356,N, ,25163,       437.95,       114.10,2021-01-08
619,N,EQ,GRAPHITE,GRAPHITE INDIA LTD,       318.60,       321.50,       332.00,       316.80,       324.55,                930097188.05,2852311,N, ,48489,       332.00,       103.00,2021-01-08
620,N,EQ,GRAVITA,GRAVITA INDIA LIMITED,        83.50,        83.70,        85.50,        81.80,        82.85,                 15162959.85,181906,N, ,2407,        88.70,        30.20,2021-01-08
621,N,EQ,GREAVESCOT,GREAVES COTTON LTD.,        97.05,        97.60,        98.55,        95.25,        95.80,                127781193.45,1318929,N, ,13145,       147.50,        66.00,2021-01-08
622,N,EQ,GREENLAM,GREENLAM INDUSTRIES LTD.,       845.45,       865.00,       915.95,       844.00,       900.05,                 50582677.35,57739,N, ,1984,      1045.40,       441.90,2021-01-08
623,N,EQ,GREENPANEL,GREENPANEL INDUSTRIES LTD,       142.10,       148.00,       149.20,       147.95,       149.20,                 17507077.95,117559,N, ,217,       149.20,        24.00,2021-01-08
624,N,EQ,GREENPLY,GREENPLY INDUSTRIES LTD,       131.50,       132.70,       137.75,       131.60,       136.55,                106419363.10,793355,N, ,8454,       177.00,        72.90,2021-01-08
625,N,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,         3.30,         3.45,         3.45,         3.45,         3.45,                  3121290.90,904722,N, ,418,         3.45,         1.20,2021-01-08
626,N,EQ,GRINDWELL,GRINDWELL NORTON LIMITED,       751.25,       755.05,       763.50,       740.00,       745.35,                 26068271.50,34785,N, ,4541,       785.00,       373.55,2021-01-08
627,N,EQ,GROBTEA,THE GROB TEA COMPANY LTD,       947.60,       987.00,       987.00,       945.00,       962.90,                   695083.25,727,N, ,117,       987.00,       210.30,2021-01-08
628,N,EQ,GRPLTD,GRP LIMITED,       927.15,       930.05,       935.00,       902.45,       915.70,                   893229.90,974,N, ,208,      1099.00,       462.50,2021-01-08
629,N,EQ,GRSE,GARDEN REACH SHIP&ENG LTD,       195.15,       196.15,       197.85,       194.10,       195.55,                 33739962.25,172165,N, ,2482,       243.00,       102.00,2021-01-08
630,N,EQ,GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,        39.05,        40.50,        45.50,        39.90,        44.40,                404573448.05,9294382,N, ,28133,        45.50,        12.50,2021-01-08
631,N,EQ,GSFC,GUJ STATE FERT & CHEM LTD,        85.90,        86.90,        88.10,        84.10,        84.60,                182870176.95,2122488,N, ,9512,        97.80,        29.80,2021-01-08
